gender,age,married,n_of_dependents,n_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,ttl_refunds,ttl_extra_data_chg,ttl_l_distance_chg,ttl_revenue,customer_status
Male,39,Yes,0,7.0,39,No Offer,Yes,Yes,No,Cable,26.22592945662536,No,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1152.84,2056.64,0
Male,21,No,0,0.0,33,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,477.84,1167.59,0
Male,43,No,0,0.0,48,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,528.96,1533.46,0
Female,57,No,0,0.0,10,No Offer,Yes,Yes,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,176.5,1007.35,1
Male,53,Yes,0,6.0,10,Offer D,Yes,No,Yes,DSL,7.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,0.0,0,261.7,737.4,0
Male,33,No,0,0.0,28,Offer C,Yes,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,80,853.44,3912.94,1
Female,51,No,0,0.0,64,No Offer,Yes,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,2835.84,10169.89,0
Female,51,No,0,0.0,48,No Offer,Yes,No,Yes,DSL,13.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,0.0,0,1627.68,4524.08,1
Female,27,Yes,0,3.0,68,Offer A,Yes,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,231.88,6529.53,0
Female,45,No,0,0.0,6,No Offer,Yes,Yes,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,166.14,567.44,0
Male,40,No,0,0.0,29,Offer C,Yes,No,No,Cable,26.22592945662536,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,0.0,0,1436.08,1965.58,0
Male,78,No,0,0.0,20,Offer D,Yes,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,0.0,10,510.2,2265.4,0
Male,47,No,0,0.0,3,Offer E,Yes,No,Yes,DSL,29.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,122.37,301.42,1
Male,42,Yes,0,4.0,71,No Offer,Yes,Yes,Yes,Fiber Optic,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,439.49,9004.24,0
Female,57,No,0,0.0,41,No Offer,Yes,No,Yes,DSL,5.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1566.61,4887.36,0
Male,52,Yes,1,3.0,69,No Offer,No,Yes,Yes,DSL,11.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,0.0,2779.5,0
Female,44,Yes,1,3.0,68,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,1695.92,7442.67,0
Male,68,No,0,0.0,20,No Offer,Yes,No,Yes,DSL,21.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,0.0,0,446.2,1502.1,0
Male,65,Yes,0,2.0,7,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,242.62,943.47,1
Male,22,No,0,0.0,35,Offer C,Yes,No,No,DSL,26.22592945662536,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,1470.7,2224.7,0
Female,61,Yes,0,4.0,7,No Offer,Yes,No,Yes,DSL,24.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.0,0,220.01,533.46,0
Female,39,No,0,0.0,62,Offer B,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,2284.08,9417.53,0
Female,42,No,0,0.0,44,Offer B,Yes,No,No,DSL,26.22592945662536,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,No,Mailed Check,0.0,0,591.8,1459.9,0
Male,41,No,0,0.0,39,No Offer,No,Yes,Yes,DSL,14.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,0.0,0,0.0,1309.15,0
Female,46,Yes,0,1.0,12,No Offer,No,No,Yes,DSL,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.0,0,0.0,309.1,1
Male,76,Yes,0,4.0,54,Offer B,No,Yes,Yes,DSL,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,1364.75,0
Male,36,No,0,0.0,72,No Offer,No,No,Yes,Cable,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,4566.5,0
Female,40,No,0,0.0,21,Offer D,Yes,No,No,DSL,26.22592945662536,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,1.31,0,468.09,902.03,0
Male,72,Yes,0,2.0,34,No Offer,Yes,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,441.32,2868.67,0
Male,62,Yes,0,1.0,31,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,50,65.72,3135.22,1
Female,28,No,0,0.0,37,No Offer,Yes,No,No,Cable,26.22592945662536,No,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,980.13,1764.38,0
Male,31,Yes,1,7.0,60,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,No,No,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,1318.8,2480.55,0
Male,73,Yes,0,2.0,44,No Offer,No,No,Yes,Cable,28.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,1359.7,1
Male,66,No,0,0.0,62,No Offer,Yes,Yes,Yes,Fiber Optic,8.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2963.6,10016.95,0
Female,72,No,0,0.0,25,No Offer,Yes,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.33,0,909.0,3073.22,1
Female,33,Yes,4,1.0,18,No Offer,Yes,No,Yes,DSL,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,332.46,1415.26,0
Female,46,No,0,0.0,9,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,267.3,1070.6,1
Male,40,No,0,0.0,68,Offer A,Yes,Yes,Yes,DSL,29.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,1379.72,6612.97,0
Male,40,No,1,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,11.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,26.85,111.45,1
Female,42,No,0,0.0,47,Offer B,Yes,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1690.59,6818.54,1
Male,26,No,0,0.0,12,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,0.0,0,493.32,748.67,0
Female,56,No,0,0.0,2,Offer E,Yes,No,Yes,Fiber Optic,21.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,58.08,210.78,1
Male,26,Yes,0,1.0,15,Offer D,Yes,No,No,DSL,26.22592945662536,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,597.6,938.45,0
Female,41,No,0,0.0,1,Offer E,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,46.09,124.74,1
Female,49,No,0,0.0,29,Offer C,Yes,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,804.75,3737.95,1
Female,45,Yes,0,2.0,41,Offer B,Yes,No,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,403.85,4565.9,0
Female,40,No,3,0.0,50,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,947.5,1918.35,0
Female,23,Yes,0,7.0,56,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,1187.76,2449.46,0
Female,35,Yes,2,3.0,57,Offer B,Yes,No,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2404.26,7940.06,0
Female,28,No,2,0.0,22,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,967.34,1437.19,0
Male,32,No,0,0.0,18,Offer D,Yes,No,No,Cable,26.22592945662536,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0,25.56,436.81,0
Female,37,No,0,0.0,23,Offer D,Yes,Yes,Yes,DSL,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,805.69,2562.29,0
Female,75,Yes,0,1.0,7,Offer E,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,150.01,796.86,1
Male,29,Yes,0,1.0,71,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.0,130,2401.93,10842.48,0
Male,67,No,0,0.0,64,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,644.48,7332.58,0
Female,61,No,0,0.0,35,No Offer,Yes,No,Yes,DSL,7.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,75.25,2171.35,0
Male,63,No,2,0.0,11,Offer D,Yes,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,518.32,1370.12,0
Male,29,Yes,0,5.0,64,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,23.67,0,2571.52,9371.25,0
Female,58,No,0,0.0,71,Offer A,Yes,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,1270.9,9748.5,0
Female,79,Yes,0,1.0,34,Offer C,Yes,Yes,Yes,Fiber Optic,15.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,878.56,3596.86,1
Female,46,No,0,0.0,69,Offer A,Yes,Yes,Yes,Cable,7.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,959.79,5537.69,0
Female,63,No,0,0.0,9,Offer E,Yes,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,268.83,920.33,0
Male,40,Yes,0,1.0,1,Offer E,No,Yes,Yes,DSL,20.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,50.35,1
Female,63,No,1,0.0,13,No Offer,Yes,No,Yes,DSL,10.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,351.52,1116.07,0
Male,54,No,0,0.0,7,No Offer,Yes,No,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,147.84,636.49,0
Female,62,No,0,0.0,3,No Offer,No,No,Yes,DSL,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,0.0,58.9,1
Male,78,No,0,0.0,57,Offer B,Yes,No,Yes,DSL,24.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1621.08,4656.88,0
Female,68,No,0,0.0,11,No Offer,Yes,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,43.56,1091.26,1
Female,48,Yes,3,1.0,19,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,2.97,0,605.15,989.88,0
Female,70,Yes,0,7.0,72,Offer A,Yes,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,0.0,80,1306.8,9016.65,0
Male,63,Yes,0,3.0,45,Offer B,Yes,No,Yes,Cable,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1386.0,5244.05,0
Female,70,Yes,0,3.0,60,No Offer,No,Yes,Yes,DSL,22.0,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,0.0,40,0.0,2947.55,0
Male,53,No,0,0.0,42,No Offer,Yes,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,23.47,0,397.32,3687.25,0
Female,63,No,0,0.0,55,Offer B,Yes,No,Yes,Cable,20.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,0.0,0,1485.0,5102.1,0
Female,58,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,15.0,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,10,32.13,121.68,1
Female,42,No,0,0.0,6,Offer E,Yes,Yes,Yes,Fiber Optic,5.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,262.8,799.2,1
Male,59,No,0,0.0,9,Offer E,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,447.66,633.26,1
Female,45,No,0,0.0,9,Offer E,No,No,Yes,DSL,21.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,20,0.0,379.4,0
Male,73,No,0,0.0,5,No Offer,Yes,No,Yes,DSL,28.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,93.45,330.7,1
Female,42,Yes,0,1.0,43,No Offer,Yes,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,24.9,0,1656.79,5092.19,0
Male,26,No,0,0.0,7,Offer E,Yes,Yes,No,DSL,26.22592945662536,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,315.91,468.86,0
Male,22,Yes,1,1.0,71,No Offer,Yes,No,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.0,0,2391.99,9600.99,0
Female,68,Yes,0,2.0,32,Offer C,Yes,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,0.0,0,69.44,2639.44,0
Female,31,No,0,0.0,8,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,91.68,253.33,0
Female,57,No,0,0.0,12,No Offer,Yes,Yes,Yes,DSL,22.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,48.61,0,510.96,1335.0,1
Female,62,No,0,0.0,51,No Offer,Yes,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,14.76,0,384.54,6050.68,0
Male,59,No,0,0.0,26,Offer C,Yes,No,Yes,Fiber Optic,29.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,1030.38,3048.48,0
Male,49,No,0,0.0,35,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0,627.2,1367.1,0
Male,20,No,2,0.0,27,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,819.72,1357.07,0
Male,48,No,0,0.0,3,No Offer,Yes,No,Yes,Cable,6.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,106.92,298.27,1
Male,26,No,0,0.0,18,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,514.62,2111.87,1
Male,35,No,0,0.0,41,Offer B,Yes,Yes,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2.21,0,1715.85,5359.39,0
Female,39,Yes,2,5.0,64,Offer B,Yes,No,Yes,Cable,17.0,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,27.79,20,1708.8,5769.01,0
Male,71,Yes,0,0.0,27,No Offer,No,Yes,Yes,Cable,13.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,140,0.0,945.1,1
Female,48,No,0,0.0,3,Offer E,Yes,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,29.85,321.75,1
Female,69,No,0,0.0,1,No Offer,Yes,Yes,Yes,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,22.56,73.11,1
Female,77,Yes,0,2.0,65,No Offer,Yes,No,Yes,Fiber Optic,25.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,2490.8,8616.95,0
Female,37,No,0,0.0,24,No Offer,Yes,No,Yes,Fiber Optic,3.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,853.44,3136.59,0
Female,52,No,0,0.0,51,No Offer,No,Yes,Yes,DSL,24.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,0.0,2928.5,0
Male,67,Yes,0,1.0,13,No Offer,Yes,Yes,Yes,Cable,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.09,0,412.1,1597.66,1
Female,22,Yes,0,3.0,61,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,0.0,0,2822.47,4005.02,1
Female,23,Yes,0,7.0,69,Offer A,Yes,Yes,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1523.52,3287.07,0
Male,37,Yes,2,1.0,44,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,0.0,0,1537.36,2463.36,0
Female,35,No,0,0.0,70,No Offer,Yes,Yes,No,DSL,26.22592945662536,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,2193.1,4049.5,0
Female,42,Yes,3,1.0,40,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,120.4,897.75,0
Male,51,Yes,0,2.0,62,No Offer,Yes,No,Yes,DSL,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,2678.4,7893.65,0
Male,66,Yes,0,2.0,64,No Offer,Yes,Yes,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,1292.16,7830.61,0
Male,50,No,0,0.0,47,No Offer,Yes,Yes,Yes,Fiber Optic,25.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,2243.31,6912.51,0
Female,56,No,0,0.0,54,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,50,2523.96,8588.81,1
Male,29,No,0,0.0,58,Offer B,Yes,No,No,Cable,26.22592945662536,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,2843.16,4055.41,0
Female,63,No,0,0.0,60,Offer B,Yes,Yes,No,Cable,26.22592945662536,No,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Mailed Check,0.0,0,2364.6,3869.65,0
Male,49,No,0,0.0,22,Offer D,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,21.32,0,505.34,977.42,0
Female,54,No,0,0.0,11,No Offer,Yes,No,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,104.72,1104.62,0
Female,64,No,0,0.0,15,Offer D,Yes,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0,481.05,1896.05,0
Female,61,No,0,0.0,5,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,0.0,10,101.0,500.6,1
Male,39,Yes,0,4.0,14,Offer D,Yes,No,Yes,DSL,24.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,298.76,963.16,0
Female,40,No,0,0.0,23,No Offer,Yes,Yes,Yes,Cable,11.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1118.49,2367.74,0
Female,58,Yes,0,1.0,50,Offer B,Yes,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,1471.5,7082.2,1
Female,29,Yes,0,1.0,17,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,811.92,2263.52,1
Male,35,No,0,0.0,59,Offer B,Yes,Yes,Yes,Cable,9.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,2919.32,6035.47,0
Female,60,No,0,0.0,15,Offer D,Yes,Yes,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,609.9,1509.7,1
Male,36,Yes,0,7.0,61,Offer B,Yes,Yes,Yes,DSL,5.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,70,1700.68,6685.48,0
Female,46,No,0,0.0,69,Offer A,Yes,No,Yes,DSL,22.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,15.38,0,1775.37,7315.29,0
Female,65,No,0,0.0,35,No Offer,Yes,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,591.85,3010.85,0
Female,27,Yes,0,6.0,48,Offer B,Yes,No,Yes,DSL,42.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2394.24,5488.89,0
Male,19,Yes,0,4.0,62,Offer B,Yes,Yes,Yes,Fiber Optic,41.0,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,1891.62,7893.07,0
Male,36,No,0,0.0,1,No Offer,Yes,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,10.41,56.11,1
Male,69,Yes,0,6.0,16,Offer D,Yes,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,774.56,2165.71,0
Female,22,No,0,0.0,1,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,31.03,116.48,1
Male,39,Yes,0,1.0,44,No Offer,Yes,No,Yes,DSL,24.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,774.84,3378.79,0
Female,36,No,0,0.0,59,No Offer,Yes,No,Yes,Fiber Optic,30.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,1795.96,7451.41,0
Female,65,No,0,0.0,18,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,0.0,10,22.86,1839.21,0
Female,40,No,0,0.0,23,No Offer,Yes,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,332.35,2581.45,0
Male,75,Yes,0,1.0,7,Offer E,Yes,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,95.41,772.11,1
Male,51,No,0,0.0,51,Offer B,Yes,No,Yes,Fiber Optic,13.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0,1392.3,5659.45,0
Male,28,Yes,1,3.0,64,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,955.52,2229.57,0
Male,44,No,0,0.0,1,No Offer,No,No,Yes,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,0.0,24.45,1
